,country_name,independent,un_member,start_Of_Week,official_country_name,common_native_name,idd_root,idd_suffixes,capital,region,sub_region,languages,area,population,continents,currencies
43,Turkey,True,True,monday,Republic of Turkey,,+9,['0'],['Ankara'],Asia,Western Asia,Turkish,783562.0,84339067,"['Europe', 'Asia']","Turkish lira, ₺"
44,Afghanistan,True,True,monday,Islamic Republic of Afghanistan,,+9,['3'],['Kabul'],Asia,Southern Asia,"Dari, Pashto, Turkmen",652230.0,40218234,['Asia'],"Afghan afghani, ؋"
45,Aruba,False,False,monday,Aruba,,+2,['97'],['Oranjestad'],Americas,Caribbean,"Dutch, Papiamento",180.0,106766,['North America'],"Aruban florin, ƒ"
46,Cook Islands,False,False,monday,Cook Islands,Cook Islands,+6,['82'],['Avarua'],Oceania,Polynesia,"English, Cook Islands Māori",236.0,18100,['Oceania'],"New Zealand dollar, $, Cook Islands dollar, $"
47,United Kingdom,True,True,monday,United Kingdom of Great Britain and Northern Ireland,United Kingdom,+4,['4'],['London'],Europe,Northern Europe,English,242900.0,67215293,['Europe'],"British pound, £"
48,Zambia,True,True,monday,Republic of Zambia,Zambia,+2,['60'],['Lusaka'],Africa,Eastern Africa,English,752612.0,18383956,['Africa'],"Zambian kwacha, ZK"
49,Finland,True,True,monday,Republic of Finland,,+3,['58'],['Helsinki'],Europe,Northern Europe,"Finnish, Swedish",338424.0,5530719,['Europe'],"Euro, €"
50,Niger,True,True,monday,Republic of Niger,,+2,['27'],['Niamey'],Africa,Western Africa,French,1267000.0,24206636,['Africa'],"West African CFA franc, Fr"
51,Christmas Island,False,False,monday,Territory of Christmas Island,Christmas Island,+6,['1'],['Flying Fish Cove'],Oceania,Australia and New Zealand,English,135.0,2072,['Asia'],"Australian dollar, $"
52,Tokelau,False,False,monday,Tokelau,Tokelau,+6,['90'],['Fakaofo'],Oceania,Polynesia,"English, Samoan, Tokelauan",12.0,1411,['Oceania'],"New Zealand dollar, $"
53,Guinea-Bissau,True,False,monday,Republic of Guinea-Bissau,,+2,['45'],['Bissau'],Africa,Western Africa,"Portuguese, Upper Guinea Creole",36125.0,1967998,['Africa'],"West African CFA franc, Fr"
54,Azerbaijan,True,True,monday,Republic of Azerbaijan,,+9,['94'],['Baku'],Asia,Western Asia,Azerbaijani,86600.0,10110116,"['Europe', 'Asia']","Azerbaijani manat, ₼"
55,Réunion,False,False,monday,Réunion Island,,+2,['62'],['Saint-Denis'],Africa,Eastern Africa,French,2511.0,840974,['Africa'],"Euro, €"
56,Djibouti,True,True,monday,Republic of Djibouti,,+2,['53'],['Djibouti'],Africa,Eastern Africa,"French, Arabic",23200.0,988002,['Africa'],"Djiboutian franc, Fr"
57,North Korea,True,True,monday,Democratic People's Republic of Korea,,+8,['50'],['Pyongyang'],Asia,Eastern Asia,Korean,120538.0,25778815,['Asia'],"North Korean won, ₩"
58,Mauritius,True,True,monday,Republic of Mauritius,Mauritius,+2,['30'],['Port Louis'],Africa,Eastern Africa,"English, French, Mauritian Creole",2040.0,1265740,['Africa'],"Mauritian rupee, ₨"
59,Montserrat,False,False,monday,Montserrat,Montserrat,+1,['664'],['Plymouth'],Americas,Caribbean,English,102.0,4922,['North America'],"Eastern Caribbean dollar, $"
60,United States Virgin Islands,False,False,monday,Virgin Islands of the United States,United States Virgin Islands,+1,['340'],['Charlotte Amalie'],Americas,Caribbean,English,347.0,106290,['North America'],"United States dollar, $"
61,Colombia,True,True,monday,Republic of Colombia,,+5,['7'],['Bogotá'],Americas,South America,Spanish,1141748.0,50882884,['South America'],"Colombian peso, $"
62,Greece,True,True,monday,Hellenic Republic,,+3,['0'],['Athens'],Europe,Southern Europe,Greek,131990.0,10715549,['Europe'],"Euro, €"
63,Croatia,True,True,monday,Republic of Croatia,,+3,['85'],['Zagreb'],Europe,Southeast Europe,Croatian,56594.0,4047200,['Europe'],"Euro, €"
64,Morocco,True,True,monday,Kingdom of Morocco,,+2,['12'],['Rabat'],Africa,Northern Africa,"Arabic, Berber",446550.0,36910558,['Africa'],"Moroccan dirham, د.م."
65,Algeria,True,True,sunday,People's Democratic Republic of Algeria,,+2,['13'],['Algiers'],Africa,Northern Africa,Arabic,2381741.0,44700000,['Africa'],"Algerian dinar, د.ج"
66,Antarctica,False,False,monday,Antarctica,,,[],[],Antarctic,,,14000000.0,1000,['Antarctica'],
67,Netherlands,True,True,monday,Kingdom of the Netherlands,,+3,['1'],['Amsterdam'],Europe,Western Europe,Dutch,41850.0,16655799,['Europe'],"Euro, €"
68,Sudan,True,True,monday,Republic of the Sudan,Sudan,+2,['49'],['Khartoum'],Africa,Northern Africa,"English, Arabic",1886068.0,43849269,['Africa'],"Sudanese pound, ج.س"
69,Fiji,True,True,monday,Republic of Fiji,Fiji,+6,['79'],['Suva'],Oceania,Melanesia,"English, Fijian, Fiji Hindi",18272.0,896444,['Oceania'],"Fijian dollar, $"
70,Liechtenstein,True,True,monday,Principality of Liechtenstein,,+4,['23'],['Vaduz'],Europe,Western Europe,German,160.0,38137,['Europe'],"Swiss franc, Fr"
71,Nepal,True,True,sunday,Federal Democratic Republic of Nepal,,+9,['77'],['Kathmandu'],Asia,Southern Asia,Nepali,147181.0,29136808,['Asia'],"Nepalese rupee, ₨"
72,Puerto Rico,False,False,monday,Commonwealth of Puerto Rico,Puerto Rico,+1,"['787', '939']",['San Juan'],Americas,Caribbean,"English, Spanish",8870.0,3194034,['North America'],"United States dollar, $"
73,Georgia,True,True,monday,Georgia,,+9,['95'],['Tbilisi'],Asia,Western Asia,Georgian,69700.0,3714000,['Asia'],"lari, ₾"
74,Pakistan,True,True,monday,Islamic Republic of Pakistan,Pakistan,+9,['2'],['Islamabad'],Asia,Southern Asia,"English, Urdu",881912.0,220892331,['Asia'],"Pakistani rupee, ₨"
75,Monaco,True,True,monday,Principality of Monaco,,+3,['77'],['Monaco'],Europe,Western Europe,French,2.02,39244,['Europe'],"Euro, €"
76,Botswana,True,True,monday,Republic of Botswana,Botswana,+2,['67'],['Gaborone'],Africa,Southern Africa,"English, Tswana",582000.0,2351625,['Africa'],"Botswana pula, P"
77,Lebanon,True,True,monday,Lebanese Republic,,+9,['61'],['Beirut'],Asia,Western Asia,"French, Arabic",10452.0,6825442,['Asia'],"Lebanese pound, ل.ل"
78,Papua New Guinea,True,True,monday,Independent State of Papua New Guinea,Papua New Guinea,+6,['75'],['Port Moresby'],Oceania,Melanesia,"English, Hiri Motu, Tok Pisin",462840.0,8947027,['Oceania'],"Papua New Guinean kina, K"
79,Mayotte,False,False,monday,Department of Mayotte,,+2,['62'],['Mamoudzou'],Africa,Eastern Africa,French,374.0,226915,['Africa'],"Euro, €"
80,Dominican Republic,True,True,monday,Dominican Republic,,+1,"['809', '829', '849']",['Santo Domingo'],Americas,Caribbean,Spanish,48671.0,10847904,['North America'],"Dominican peso, $"
81,Norfolk Island,False,False,monday,Territory of Norfolk Island,Norfolk Island,+6,['72'],['Kingston'],Oceania,Australia and New Zealand,"English, Norfuk",36.0,2302,['Oceania'],"Australian dollar, $"
82,Bouvet Island,False,False,monday,Bouvet Island,,+4,['7'],[],Antarctic,,Norwegian,49.0,0,['Antarctica'],
83,Qatar,True,True,sunday,State of Qatar,,+9,['74'],['Doha'],Asia,Western Asia,Arabic,11586.0,2881060,['Asia'],"Qatari riyal, ر.ق"
84,Madagascar,True,True,monday,Republic of Madagascar,,+2,['61'],['Antananarivo'],Africa,Eastern Africa,"French, Malagasy",587041.0,27691019,['Africa'],"Malagasy ariary, Ar"
85,India,True,True,monday,Republic of India,India,+9,['1'],['New Delhi'],Asia,Southern Asia,"English, Tamil, Hindi",3287590.0,1380004385,['Asia'],"Indian rupee, ₹"
86,Syria,True,True,monday,Syrian Arab Republic,,+9,['63'],['Damascus'],Asia,Western Asia,Arabic,185180.0,17500657,['Asia'],"Syrian pound, £"
87,Montenegro,True,True,monday,Montenegro,,+3,['82'],['Podgorica'],Europe,Southeast Europe,Montenegrin,13812.0,621718,['Europe'],"Euro, €"
88,Eswatini,True,True,monday,Kingdom of Eswatini,Eswatini,+2,['68'],['Mbabane'],Africa,Southern Africa,"English, Swazi",17364.0,1160164,['Africa'],"South African rand, R, Swazi lilangeni, L"
89,Paraguay,True,True,monday,Republic of Paraguay,,+5,['95'],['Asunción'],Americas,South America,"Spanish, Guaraní",406752.0,7132530,['South America'],"Paraguayan guaraní, ₲"
90,El Salvador,True,True,monday,Republic of El Salvador,,+5,['03'],['San Salvador'],Americas,Central America,Spanish,21041.0,6486201,['North America'],"United States dollar, $"
91,Ukraine,True,True,monday,Ukraine,,+3,['80'],['Kyiv'],Europe,Eastern Europe,Ukrainian,603500.0,44134693,['Europe'],"Ukrainian hryvnia, ₴"
92,Isle of Man,False,False,monday,Isle of Man,Isle of Man,+4,['4'],['Douglas'],Europe,Northern Europe,"English, Manx",572.0,85032,['Europe'],"British pound, £, Manx pound, £"
93,Namibia,True,True,monday,Republic of Namibia,Namibia,+2,['64'],['Windhoek'],Africa,Southern Africa,"English, Afrikaans, Tswana, German, Herero, Khoekhoe, Kwangali, Lozi, Ndonga",825615.0,2540916,['Africa'],"South African rand, R, Namibian dollar, $"
94,United Arab Emirates,True,True,sunday,United Arab Emirates,,+9,['71'],['Abu Dhabi'],Asia,Western Asia,Arabic,83600.0,9890400,['Asia'],"United Arab Emirates dirham, د.إ"
95,Bulgaria,True,True,monday,Republic of Bulgaria,,+3,['59'],['Sofia'],Europe,Southeast Europe,Bulgarian,110879.0,6927288,['Europe'],"Bulgarian lev, лв"
96,Greenland,False,False,monday,Greenland,,+2,['99'],['Nuuk'],Americas,North America,Greenlandic,2166086.0,56367,['North America'],"krone, kr."
97,Germany,True,True,monday,Federal Republic of Germany,,+4,['9'],['Berlin'],Europe,Western Europe,German,357114.0,83240525,['Europe'],"Euro, €"
98,Cambodia,True,True,monday,Kingdom of Cambodia,,+8,['55'],['Phnom Penh'],Asia,South-Eastern Asia,Khmer,181035.0,16718971,['Asia'],"United States dollar, $, Cambodian riel, ៛"
99,Iraq,True,True,sunday,Republic of Iraq,,+9,['64'],['Baghdad'],Asia,Western Asia,"Arabic, Aramaic, Sorani",438317.0,40222503,['Asia'],"Iraqi dinar, ع.د"
100,French Southern and Antarctic Lands,False,False,monday,Territory of the French Southern and Antarctic Lands,,+2,['62'],['Port-aux-Français'],Antarctic,,French,7747.0,400,['Antarctica'],"Euro, €"
101,Sweden,True,True,monday,Kingdom of Sweden,,+4,['6'],['Stockholm'],Europe,Northern Europe,Swedish,450295.0,10353442,['Europe'],"Swedish krona, kr"
102,Cuba,True,True,monday,Republic of Cuba,,+5,['3'],['Havana'],Americas,Caribbean,Spanish,109884.0,11326616,['North America'],"Cuban convertible peso, $, Cuban peso, $"
103,Kyrgyzstan,True,True,monday,Kyrgyz Republic,,+9,['96'],['Bishkek'],Asia,Central Asia,"Russian, Kyrgyz",199951.0,6591600,['Asia'],"Kyrgyzstani som, с"
104,Russia,True,True,monday,Russian Federation,,+7,"['3', '4', '5', '8', '9']",['Moscow'],Europe,Eastern Europe,Russian,17098242.0,144104080,"['Europe', 'Asia']","Russian ruble, ₽"
105,Malaysia,True,True,sunday,Malaysia,Malaysia,+6,['0'],['Kuala Lumpur'],Asia,South-Eastern Asia,"English, Malay",330803.0,32365998,['Asia'],"Malaysian ringgit, RM"
106,São Tomé and Príncipe,True,True,monday,Democratic Republic of São Tomé and Príncipe,,+2,['39'],['São Tomé'],Africa,Middle Africa,Portuguese,964.0,219161,['Africa'],"São Tomé and Príncipe dobra, Db"
107,Cyprus,True,True,monday,Republic of Cyprus,,+3,['57'],['Nicosia'],Europe,Southern Europe,"Turkish, Greek",9251.0,1207361,['Europe'],"Euro, €"
108,Canada,True,True,sunday,Canada,Canada,+1,[''],['Ottawa'],Americas,North America,"English, French",9984670.0,38005238,['North America'],"Canadian dollar, $"
109,Malawi,True,True,monday,Republic of Malawi,Malawi,+2,['65'],['Lilongwe'],Africa,Eastern Africa,"English, Chewa",118484.0,19129955,['Africa'],"Malawian kwacha, MK"
110,Saudi Arabia,True,True,sunday,Kingdom of Saudi Arabia,,+9,['66'],['Riyadh'],Asia,Western Asia,Arabic,2149690.0,34813867,['Asia'],"Saudi riyal, ر.س"
111,Bosnia and Herzegovina,True,True,monday,Bosnia and Herzegovina,,+3,['87'],['Sarajevo'],Europe,Southeast Europe,"Croatian, Bosnian, Serbian",51209.0,3280815,['Europe'],"Bosnia and Herzegovina convertible mark, KM"
112,Ethiopia,True,True,monday,Federal Democratic Republic of Ethiopia,,+2,['51'],['Addis Ababa'],Africa,Eastern Africa,Amharic,1104300.0,114963583,['Africa'],"Ethiopian birr, Br"
113,Spain,True,True,monday,Kingdom of Spain,,+3,['4'],['Madrid'],Europe,Southern Europe,"Catalan, Spanish, Basque, Galician",505992.0,47351567,['Europe'],"Euro, €"
114,Slovenia,True,True,monday,Republic of Slovenia,,+3,['86'],['Ljubljana'],Europe,Central Europe,Slovene,20273.0,2100126,['Europe'],"Euro, €"
115,Oman,True,True,sunday,Sultanate of Oman,,+9,['68'],['Muscat'],Asia,Western Asia,Arabic,309500.0,5106622,['Asia'],"Omani rial, ر.ع."
116,Saint Pierre and Miquelon,False,False,monday,Saint Pierre and Miquelon,,+5,['08'],['Saint-Pierre'],Americas,North America,French,242.0,6069,['North America'],"Euro, €"
117,Macau,False,False,monday,Macao Special Administrative Region of the People's Republic of China,,+8,['53'],[],Asia,Eastern Asia,"Chinese, Portuguese",30.0,649342,['Asia'],"Macanese pataca, P"
118,San Marino,True,True,monday,Republic of San Marino,,+3,['78'],['City of San Marino'],Europe,Southern Europe,Italian,61.0,33938,['Europe'],"Euro, €"
119,Lesotho,True,True,monday,Kingdom of Lesotho,Lesotho,+2,['66'],['Maseru'],Africa,Southern Africa,"English, Sotho",30355.0,2142252,['Africa'],"South African rand, R, Lesotho loti, L"
120,Marshall Islands,True,True,monday,Republic of the Marshall Islands,Marshall Islands,+6,['92'],['Majuro'],Oceania,Micronesia,"English, Marshallese",181.0,59194,['Oceania'],"United States dollar, $"
121,Sint Maarten,False,False,monday,Sint Maarten,Sint Maarten,+1,['721'],['Philipsburg'],Americas,Caribbean,"English, French, Dutch",34.0,40812,['North America'],"Netherlands Antillean guilder, ƒ"
122,Iceland,True,True,monday,Iceland,,+3,['54'],['Reykjavik'],Europe,Northern Europe,Icelandic,103000.0,366425,['Europe'],"Icelandic króna, kr"
123,Luxembourg,True,True,monday,Grand Duchy of Luxembourg,,+3,['52'],['Luxembourg'],Europe,Western Europe,"French, German, Luxembourgish",2586.0,632275,['Europe'],"Euro, €"
124,Argentina,True,True,monday,Argentine Republic,,+5,['4'],['Buenos Aires'],Americas,South America,"Spanish, Guaraní",2780400.0,45376763,['South America'],"Argentine peso, $"
125,Turks and Caicos Islands,False,False,monday,Turks and Caicos Islands,Turks and Caicos Islands,+1,['649'],['Cockburn Town'],Americas,Caribbean,English,948.0,38718,['North America'],"United States dollar, $"
126,Nauru,True,True,monday,Republic of Nauru,Nauru,+6,['74'],['Yaren'],Oceania,Micronesia,"English, Nauru",21.0,10834,['Oceania'],"Australian dollar, $"
127,Cocos (Keeling) Islands,False,False,monday,Territory of the Cocos (Keeling) Islands,Cocos (Keeling) Islands,+6,['1'],['West Island'],Oceania,Australia and New Zealand,English,14.0,544,['Asia'],"Australian dollar, $"
128,Western Sahara,False,False,monday,Sahrawi Arab Democratic Republic,,+2,"['125288', '125289']",['El Aaiún'],Africa,Northern Africa,"Spanish, Berber, Hassaniya",266000.0,510713,['Africa'],"Moroccan dirham, DH, Algerian dinar, دج, Mauritanian ouguiya, UM"
129,Dominica,True,True,monday,Commonwealth of Dominica,Dominica,+1,['767'],['Roseau'],Americas,Caribbean,English,751.0,71991,['North America'],"Eastern Caribbean dollar, $"
130,Costa Rica,True,True,monday,Republic of Costa Rica,,+5,['06'],['San José'],Americas,Central America,Spanish,51100.0,5094114,['North America'],"Costa Rican colón, ₡"
131,Australia,True,True,monday,Commonwealth of Australia,Australia,+6,['1'],['Canberra'],Oceania,Australia and New Zealand,English,7692024.0,25687041,['Oceania'],"Australian dollar, $"
132,Thailand,True,True,monday,Kingdom of Thailand,,+6,['6'],['Bangkok'],Asia,South-Eastern Asia,Thai,513120.0,69799978,['Asia'],"Thai baht, ฿"
133,Haiti,True,True,monday,Republic of Haiti,,+5,['09'],['Port-au-Prince'],Americas,Caribbean,"French, Haitian Creole",27750.0,11402533,['North America'],"Haitian gourde, G"
134,Tuvalu,True,True,monday,Tuvalu,Tuvalu,+6,['88'],['Funafuti'],Oceania,Polynesia,"English, Tuvaluan",26.0,11792,['Oceania'],"Australian dollar, $, Tuvaluan dollar, $"
135,Honduras,True,True,monday,Republic of Honduras,,+5,['04'],['Tegucigalpa'],Americas,Central America,Spanish,112492.0,9904608,['North America'],"Honduran lempira, L"
136,Equatorial Guinea,True,True,monday,Republic of Equatorial Guinea,,+2,['40'],['Malabo'],Africa,Middle Africa,"French, Portuguese, Spanish",28051.0,1402985,['Africa'],"Central African CFA franc, Fr"
137,Saint Lucia,True,True,monday,Saint Lucia,Saint Lucia,+1,['758'],['Castries'],Americas,Caribbean,English,616.0,183629,['North America'],"Eastern Caribbean dollar, $"
138,French Polynesia,False,False,monday,French Polynesia,,+6,['89'],['Papeetē'],Oceania,Polynesia,French,4167.0,280904,['Oceania'],"CFP franc, ₣"
139,Belarus,True,True,monday,Republic of Belarus,,+3,['75'],['Minsk'],Europe,Eastern Europe,"Russian, Belarusian",207600.0,9398861,['Europe'],"Belarusian ruble, Br"
140,Latvia,True,True,monday,Republic of Latvia,,+3,['71'],['Riga'],Europe,Northern Europe,Latvian,64559.0,1901548,['Europe'],"Euro, €"
141,Palau,True,True,monday,Republic of Palau,Palau,+6,['80'],['Ngerulmud'],Oceania,Micronesia,"English, Palauan",459.0,18092,['Oceania'],"United States dollar, $"
142,Guadeloupe,False,False,monday,Guadeloupe,,+5,['90'],['Basse-Terre'],Americas,Caribbean,French,1628.0,400132,['North America'],"Euro, €"
143,Philippines,True,True,monday,Republic of the Philippines,Philippines,+6,['3'],['Manila'],Asia,South-Eastern Asia,"English, Filipino",342353.0,109581085,['Asia'],"Philippine peso, ₱"
144,Gibraltar,False,False,monday,Gibraltar,Gibraltar,+3,['50'],['Gibraltar'],Europe,Southern Europe,English,6.0,33691,['Europe'],"Gibraltar pound, £"
145,Denmark,True,True,monday,Kingdom of Denmark,,+4,['5'],['Copenhagen'],Europe,Northern Europe,Danish,43094.0,5831404,['Europe'],"Danish krone, kr"
146,Cameroon,True,True,monday,Republic of Cameroon,Cameroon,+2,['37'],['Yaoundé'],Africa,Middle Africa,"English, French",475442.0,26545864,['Africa'],"Central African CFA franc, Fr"
147,Guinea,True,True,monday,Republic of Guinea,,+2,['24'],['Conakry'],Africa,Western Africa,French,245857.0,13132792,['Africa'],"Guinean franc, Fr"
148,Bahrain,True,True,monday,Kingdom of Bahrain,,+9,['73'],['Manama'],Asia,Western Asia,Arabic,765.0,1701583,['Asia'],"Bahraini dinar, .د.ب"
149,Suriname,True,True,monday,Republic of Suriname,,+5,['97'],['Paramaribo'],Americas,South America,Dutch,163820.0,586634,['South America'],"Surinamese dollar, $"
150,DR Congo,True,True,monday,Democratic Republic of the Congo,,+2,['43'],['Kinshasa'],Africa,Middle Africa,"French, Swahili, Kikongo, Lingala, Tshiluba",2344858.0,108407721,['Africa'],"Congolese franc, FC"
151,Somalia,True,True,monday,Federal Republic of Somalia,,+2,['52'],['Mogadishu'],Africa,Eastern Africa,"Arabic, Somali",637657.0,15893219,['Africa'],"Somali shilling, Sh"
152,Czechia,True,True,monday,Czech Republic,,+4,['20'],['Prague'],Europe,Central Europe,"Czech, Slovak",78865.0,10698896,['Europe'],"Czech koruna, Kč"
153,New Caledonia,False,False,monday,New Caledonia,,+6,['87'],['Nouméa'],Oceania,Melanesia,French,18575.0,271960,['Oceania'],"CFP franc, ₣"
154,Vanuatu,True,True,monday,Republic of Vanuatu,Vanuatu,+6,['78'],['Port Vila'],Oceania,Melanesia,"English, French, Bislama",12189.0,307150,['Oceania'],"Vanuatu vatu, Vt"
155,"Saint Helena, Ascension and Tristan da Cunha",False,False,monday,"Saint Helena, Ascension and Tristan da Cunha","Saint Helena, Ascension and Tristan da Cunha",+2,"['90', '47']",['Jamestown'],Africa,Western Africa,English,394.0,53192,['Africa'],"Saint Helena pound, £, Pound sterling, £"
156,Togo,True,True,monday,Togolese Republic,,+2,['28'],['Lomé'],Africa,Western Africa,French,56785.0,8278737,['Africa'],"West African CFA franc, Fr"
157,British Virgin Islands,False,False,monday,Virgin Islands,British Virgin Islands,+1,['284'],['Road Town'],Americas,Caribbean,English,151.0,30237,['North America'],"United States dollar, $"
158,Kenya,True,True,monday,Republic of Kenya,Kenya,+2,['54'],['Nairobi'],Africa,Eastern Africa,"English, Swahili",580367.0,53771300,['Africa'],"Kenyan shilling, Sh"
159,Niue,False,False,monday,Niue,Niue,+6,['83'],['Alofi'],Oceania,Polynesia,"English, Niuean",260.0,1470,['Oceania'],"New Zealand dollar, $"
160,Heard Island and McDonald Islands,False,False,monday,Heard Island and McDonald Islands,Heard Island and McDonald Islands,,[],[],Antarctic,,English,412.0,0,['Antarctica'],
161,Rwanda,True,True,monday,Republic of Rwanda,Rwanda,+2,['50'],['Kigali'],Africa,Eastern Africa,"English, French, Kinyarwanda",26338.0,12952209,['Africa'],"Rwandan franc, Fr"
162,Estonia,True,True,monday,Republic of Estonia,,+3,['72'],['Tallinn'],Europe,Northern Europe,Estonian,45227.0,1331057,['Europe'],"Euro, €"
